date,jyo_cd,race_no,rank1_course,rank2_course,payout_2nd
2025-08-06,13,1,5,1,1800
2025-08-06,13,2,1,2,600
2025-08-06,13,3,1,3,1000
2025-08-06,13,4,5,1,1300
2025-08-06,13,5,2,1,600
2025-08-06,13,6,1,3,700
2025-08-06,13,7,1,6,2300
2025-08-06,13,8,1,3,900
2025-08-06,13,9,1,2,700
2025-08-06,13,10,2,5,4200
2025-08-06,13,11,1,2,400
2025-08-06,13,12,1,3,500
2025-08-06,22,1,3,1,1200
2025-08-06,22,2,1,3,1100
2025-08-06,22,3,1,3,900
2025-08-06,22,4,4,1,2000
2025-08-06,22,5,2,1,1000
2025-08-06,22,6,2,1,800
2025-08-06,22,7,1,2,600
2025-08-06,22,8,2,3,3200
2025-08-06,22,9,1,2,900
2025-08-06,22,10,1,5,1900
2025-08-06,22,11,1,2,700
2025-08-06,23,1,1,5,1500
2025-08-06,23,2,1,2,400
2025-08-06,23,3,1,6,2000
2025-08-06,23,4,1,3,1200
2025-08-06,23,5,1,4,500
2025-08-06,23,6,1,2,500
2025-08-06,23,7,2,1,700
2025-08-06,23,8,1,4,1700
2025-08-06,23,9,6,4,6500
2025-08-06,23,10,1,5,1500
2025-08-06,08,1,2,1,800
2025-08-06,08,2,1,5,1300
2025-08-06,08,3,3,5,7500
2025-08-06,08,4,6,1,1900
2025-08-06,08,5,1,4,1100
2025-08-06,08,6,2,1,800
2025-08-06,08,7,1,5,1200
2025-08-06,08,8,2,4,3500
2025-08-06,08,9,5,1,1700
2025-08-06,08,10,1,6,1200
2025-08-07,08,1,1,2,700
2025-08-07,08,2,1,6,1500
2025-08-07,08,3,1,2,500
2025-08-07,08,4,2,5,4700
2025-08-07,08,5,1,4,800
2025-08-07,08,6,5,1,2400
2025-08-07,08,7,2,1,700
2025-08-07,08,8,1,2,900
2025-08-07,08,9,3,1,2300
2025-08-07,08,10,4,2,3200
2025-08-07,20,1,1,5,1300
2025-08-07,20,2,4,5,4600
2025-08-07,20,3,2,1,900
2025-08-07,20,4,1,5,1400
2025-08-07,20,5,4,1,1900
2025-08-07,20,6,5,1,1700
2025-08-07,20,7,1,2,700
2025-08-07,20,8,2,1,700
2025-08-07,20,9,1,2,600
2025-08-07,20,10,1,3,700
2025-08-07,06,1,1,2,500
2025-08-07,06,2,3,2,2200
2025-08-07,06,3,5,1,1400
2025-08-07,06,4,3,1,1000
2025-08-07,06,5,1,2,300
2025-08-07,06,6,1,4,1100
2025-08-07,06,7,1,4,1200
2025-08-07,06,8,1,3,700
2025-08-07,06,9,2,1,1000
2025-08-07,06,10,1,4,1200
2025-08-07,06,11,3,2,3000
2025-08-07,11,1,2,4,3900
2025-08-07,11,2,1,3,900
2025-08-07,11,3,2,1,600
2025-08-07,11,4,2,1,1000
2025-08-07,11,5,4,2,2500
2025-08-07,11,6,1,4,900
2025-08-07,11,7,3,1,1300
2025-08-07,11,8,1,2,600
2025-08-07,11,9,1,3,700
2025-08-07,11,10,1,2,800
2025-08-07,15,1,1,3,800
2025-08-07,15,2,1,2,600
2025-08-07,15,3,3,2,3100
2025-08-07,15,4,5,1,1300
2025-08-07,15,5,1,2,700
2025-08-07,15,6,1,2,600
2025-08-07,15,7,1,2,400
2025-08-07,15,8,1,2,900
2025-08-07,15,9,1,5,1000
2025-08-07,15,10,2,3,1600
2025-08-07,15,11,2,1,700
2025-08-07,14,1,2,5,4200
2025-08-07,14,2,3,1,1300
2025-08-07,14,3,2,1,600
2025-08-07,14,4,1,6,1900
2025-08-07,14,5,1,6,1200
2025-08-07,14,6,1,2,600
2025-08-07,14,7,1,4,1000
2025-08-07,14,8,3,1,1400
2025-08-07,14,9,1,5,1000
2025-08-07,14,10,3,2,2400
2025-08-07,13,1,1,6,2200
2025-08-07,13,2,2,1,800
2025-08-07,13,3,3,1,2000
2025-08-07,13,4,1,2,600
2025-08-07,13,5,1,4,700
2025-08-07,13,6,1,2,500
2025-08-07,13,7,3,4,4200
2025-08-07,13,8,1,2,600
2025-08-07,13,9,3,2,2500
2025-08-07,13,10,5,2,3500
2025-08-07,21,1,2,3,1400
2025-08-07,21,2,1,2,800
2025-08-07,21,3,2,1,800
2025-08-07,21,4,1,2,600
2025-08-07,21,5,5,1,1800
2025-08-07,21,6,4,1,1300
2025-08-07,21,7,1,3,600
2025-08-07,21,8,2,1,900
2025-08-07,21,9,1,4,800
2025-08-07,21,10,1,4,900
2025-08-07,01,1,1,3,1200
2025-08-07,01,2,1,5,900
2025-08-07,01,3,3,1,800
2025-08-07,01,4,1,5,900
2025-08-07,01,5,1,3,900
2025-08-07,01,6,1,3,700
2025-08-07,01,7,4,1,1900
2025-08-07,01,8,1,5,1700
2025-08-07,01,9,1,2,1000
2025-08-07,01,10,1,2,500
2025-08-07,01,11,6,1,1800
2025-08-07,01,12,6,2,5700
2025-08-07,12,1,2,5,3700
2025-08-07,12,2,2,1,900
2025-08-07,12,3,1,5,2200
2025-08-07,12,4,1,3,700
2025-08-07,12,5,6,1,1600
2025-08-07,12,6,3,5,4200
2025-08-07,12,7,1,2,700
2025-08-07,12,8,1,3,600
2025-08-07,12,9,2,1,1000
2025-08-07,12,10,1,2,500
2025-08-07,09,1,1,6,1600
2025-08-07,09,2,3,2,2700
2025-08-07,09,3,3,1,800
2025-08-07,09,4,5,3,8000
2025-08-07,09,5,1,3,500
2025-08-07,09,6,1,3,800
2025-08-07,09,7,1,5,900
2025-08-07,09,8,1,4,1200
2025-08-07,09,9,2,4,3000
2025-08-07,09,10,1,2,700
2025-08-07,09,11,1,2,700
2025-08-07,09,12,4,1,1600
2025-08-08,19,1,2,5,3100
2025-08-08,19,2,2,1,700
2025-08-08,19,3,1,5,1000
2025-08-08,19,4,5,1,1600
2025-08-08,19,5,1,2,800
2025-08-08,19,6,2,1,1000
2025-08-08,19,7,5,4,8500
2025-08-08,19,8,1,2,700
2025-08-08,19,9,6,1,4000
2025-08-08,19,10,1,4,1100
2025-08-08,04,1,3,1,1200
2025-08-08,04,2,1,5,1700
2025-08-08,04,3,1,6,1200
2025-08-08,04,4,1,5,1500
2025-08-08,04,5,1,6,1800
2025-08-08,04,6,1,2,900
2025-08-08,04,7,3,1,1000
2025-08-08,04,8,1,2,500
2025-08-08,04,9,2,1,1200
2025-08-08,04,10,3,4,3600
2025-08-08,04,11,2,5,3100
2025-08-08,24,1,2,1,800
2025-08-08,24,2,5,6,10100
2025-08-08,24,3,1,2,800
2025-08-08,24,4,1,6,1700
2025-08-08,24,5,4,3,3600
2025-08-08,24,6,1,3,900
2025-08-08,24,7,1,4,800
2025-08-08,24,8,1,3,600
2025-08-08,24,9,1,4,1000
2025-08-08,24,10,1,2,800
2025-08-08,24,11,1,6,2100
2025-08-08,24,12,1,5,1100
2025-08-08,01,1,2,3,3100
2025-08-08,01,2,1,3,800
2025-08-08,01,3,6,1,2900
2025-08-08,01,4,2,3,2200
2025-08-08,01,5,2,4,3800
2025-08-08,01,6,1,4,1200
2025-08-08,01,7,2,1,1000
2025-08-08,01,8,2,1,800
2025-08-08,01,9,1,4,1100
2025-08-08,01,10,1,3,700
2025-08-08,01,11,4,1,1400
2025-08-08,01,12,3,1,1500
2025-08-08,10,1,1,6,1700
2025-08-08,10,2,4,1,1600
2025-08-08,10,3,5,1,2000
2025-08-08,10,4,1,4,800
2025-08-08,10,5,1,5,1700
2025-08-08,10,6,1,3,500
2025-08-08,10,7,1,4,1000
2025-08-08,10,8,2,3,2900
2025-08-08,10,9,1,2,800
2025-08-08,10,10,1,6,2700
2025-08-08,10,11,1,3,800
2025-08-08,10,12,1,5,1200
2025-08-08,06,1,6,1,3500
2025-08-08,06,2,3,1,1000
2025-08-08,06,3,1,2,400
2025-08-08,06,4,1,3,600
2025-08-08,06,5,1,2,700
2025-08-08,06,6,2,1,1000
2025-08-08,06,7,1,2,500
2025-08-08,06,8,6,1,1400
2025-08-08,06,9,2,1,1100
2025-08-08,06,10,1,2,500
2025-08-08,23,1,1,3,1100
2025-08-08,23,2,1,3,900
2025-08-08,23,3,1,2,600
2025-08-08,23,4,2,4,3500
2025-08-08,23,5,6,1,2100
2025-08-08,23,6,1,4,1400
2025-08-08,23,7,4,3,3900
2025-08-08,23,8,1,4,1400
2025-08-08,23,9,4,1,1400
2025-08-08,23,10,1,2,500
2025-08-08,23,11,1,5,1300
2025-08-09,10,1,2,1,1000
2025-08-09,10,2,5,1,2300
2025-08-09,10,3,5,2,4300
2025-08-09,10,4,3,6,7500
2025-08-09,10,5,1,2,900
2025-08-09,10,6,1,3,700
2025-08-09,10,7,3,4,3200
2025-08-09,10,8,3,2,3300
2025-08-09,10,9,2,1,1300
2025-08-09,10,10,3,1,800
2025-08-09,10,11,5,1,1500
2025-08-09,14,1,4,1,900
2025-08-09,14,2,3,1,900
2025-08-09,14,3,1,5,900
2025-08-09,14,4,1,5,1400
2025-08-09,14,5,1,6,1100
2025-08-09,14,6,2,3,2300
2025-08-09,14,7,1,2,500
2025-08-09,14,8,3,1,600
2025-08-09,14,9,1,2,600
2025-08-09,14,10,1,3,700
2025-08-09,14,11,1,4,1000
2025-08-09,12,1,1,4,1200
2025-08-09,12,2,3,1,800
2025-08-09,12,3,6,2,4800
2025-08-09,12,4,3,1,1200
2025-08-09,12,5,2,1,800
2025-08-09,12,6,1,4,1000
2025-08-09,12,7,1,2,800
2025-08-09,12,8,6,1,1800
2025-08-09,12,9,1,2,600
2025-08-09,12,10,4,1,1400
2025-08-09,12,11,2,1,900
2025-08-09,02,1,1,3,900
2025-08-09,02,2,5,1,1700
2025-08-09,02,3,2,4,3300
2025-08-09,02,4,1,2,700
2025-08-09,02,5,1,3,800
2025-08-09,02,6,1,3,900
2025-08-09,02,7,3,1,800
2025-08-09,02,8,2,5,4500
2025-08-09,02,9,1,2,700
2025-08-09,02,10,2,1,800
2025-08-09,02,11,2,1,1600
2025-08-09,16,1,1,6,1200
2025-08-09,16,2,1,2,700
2025-08-09,16,3,3,1,1000
2025-08-09,16,4,5,3,5300
2025-08-09,16,5,1,3,600
2025-08-09,16,6,1,3,1000
2025-08-09,16,7,3,1,700
2025-08-09,16,8,1,6,1600
2025-08-09,16,9,1,2,700
2025-08-09,16,10,1,2,500
2025-08-09,16,11,4,1,1700
2025-08-09,16,12,1,4,900
2025-08-09,15,1,4,1,1500
2025-08-09,15,2,1,6,1600
2025-08-09,15,3,3,2,3000
2025-08-09,15,4,1,3,700
2025-08-09,15,5,2,1,1000
2025-08-09,15,6,4,3,3500
2025-08-09,15,7,1,3,700
2025-08-09,15,8,1,4,1100
2025-08-09,15,9,1,2,700
2025-08-09,15,10,1,4,1600
2025-08-09,15,11,2,4,3100
2025-08-10,12,1,1,2,600
2025-08-10,12,2,6,3,5200
2025-08-10,12,3,1,4,1200
2025-08-10,12,4,3,4,2900
2025-08-10,12,5,1,4,1000
2025-08-10,12,6,6,5,10800
2025-08-10,12,7,1,3,600
2025-08-10,12,8,6,1,1600
2025-08-10,12,9,3,2,3300
2025-08-10,12,10,1,5,800
2025-08-10,10,1,1,2,900
2025-08-10,10,2,1,2,1000
2025-08-10,10,3,1,2,1100
2025-08-10,10,4,1,4,700
2025-08-10,10,5,2,1,700
2025-08-10,10,6,1,5,1700
2025-08-10,10,7,1,6,1600
2025-08-10,10,8,4,1,2000
2025-08-10,10,9,2,1,700
2025-08-10,10,10,1,2,800
2025-08-10,10,11,3,4,3700
2025-08-10,20,1,1,2,700
2025-08-10,20,2,1,2,600
2025-08-10,20,3,1,3,1100
2025-08-10,20,4,3,1,900
2025-08-10,20,5,2,1,900
2025-08-10,20,6,5,4,7200
2025-08-10,20,7,1,5,900
2025-08-10,20,8,2,1,1000
2025-08-10,20,9,1,2,500
2025-08-10,20,10,3,1,900
2025-08-10,20,11,2,1,900
2025-08-10,18,1,1,2,500
2025-08-10,18,2,1,4,1000
2025-08-10,18,3,2,1,1100
2025-08-10,18,4,4,3,9600
2025-08-10,18,5,5,2,3700
2025-08-10,18,6,1,2,700
2025-08-10,18,7,3,2,2800
2025-08-10,18,8,3,1,1400
2025-08-10,18,9,1,4,900
2025-08-10,18,10,5,2,4500
2025-08-10,18,11,2,3,1900
2025-08-10,18,12,1,3,800
2025-08-10,22,1,4,2,6200
2025-08-10,22,2,1,5,1700
2025-08-10,22,3,1,2,700
2025-08-10,22,4,5,1,1400
2025-08-10,22,5,1,2,600
2025-08-10,22,6,1,3,1400
2025-08-10,22,7,1,4,1000
2025-08-10,22,8,3,1,1600
2025-08-10,22,9,1,2,300
2025-08-10,22,10,3,2,2200
2025-08-10,24,1,3,1,1000
2025-08-10,24,2,1,4,1000
2025-08-10,24,3,2,4,3000
2025-08-10,24,4,3,6,4300
2025-08-10,24,5,3,2,3800
2025-08-10,24,6,3,1,900
2025-08-10,24,7,4,3,3800
2025-08-10,24,8,1,4,900
2025-08-10,24,9,5,1,2100
2025-08-10,24,10,1,3,800
2025-08-10,07,1,3,1,1400
2025-08-10,07,2,1,5,800
2025-08-10,07,3,1,2,900
2025-08-10,07,4,1,3,600
2025-08-10,07,5,4,1,1400
2025-08-10,07,6,1,2,600
2025-08-10,07,7,1,3,900
2025-08-10,07,8,1,2,500
2025-08-10,07,9,1,3,1000
2025-08-10,07,10,2,1,600
2025-08-10,07,11,1,3,500
2025-08-10,07,12,2,1,600
2025-08-10,05,1,3,1,2100
2025-08-10,05,2,1,3,800
2025-08-10,05,3,5,1,1900
2025-08-10,05,4,2,3,3200
2025-08-10,05,5,1,2,700
2025-08-10,05,6,1,2,400
2025-08-10,05,7,1,3,1400
2025-08-10,05,8,1,4,1100
2025-08-10,05,9,3,1,1300
2025-08-10,05,10,1,2,400
2025-08-10,05,11,1,4,700
2025-08-10,13,1,2,1,1000
2025-08-10,13,2,4,1,1600
2025-08-10,13,3,5,1,1500
2025-08-10,13,4,3,1,1200
2025-08-10,13,5,1,2,500
2025-08-10,13,6,3,1,1400
2025-08-10,13,7,5,1,1900
2025-08-10,13,8,6,3,4900
2025-08-10,13,9,3,1,900
2025-08-10,13,10,1,2,500
2025-08-10,13,11,1,2,600
2025-08-10,13,12,2,1,1000
2025-08-10,17,1,1,2,200
2025-08-10,17,2,1,3,800
2025-08-10,17,3,1,4,1000
2025-08-10,17,4,6,4,5900
2025-08-10,17,5,1,2,800
2025-08-10,17,6,1,3,700
2025-08-10,17,7,1,3,800
2025-08-10,17,8,1,3,700
2025-08-10,17,9,5,1,2700
2025-08-10,17,10,1,2,600
2025-08-10,17,11,1,2,600
2025-08-10,11,1,1,5,1000
2025-08-10,11,2,6,1,2000
2025-08-10,11,3,1,2,700
2025-08-10,11,4,3,2,2500
2025-08-10,11,5,1,3,900
2025-08-10,11,6,4,1,1500
2025-08-10,11,7,2,1,900
2025-08-10,11,8,2,1,800
2025-08-10,11,9,2,5,3700
2025-08-10,11,10,3,1,1600
2025-08-11,03,1,4,1,1700
2025-08-11,03,2,2,1,1200
2025-08-11,03,3,6,3,5900
2025-08-11,03,4,6,2,4200
2025-08-11,03,5,3,1,1500
2025-08-11,03,6,1,3,900
2025-08-11,03,7,1,2,400
2025-08-11,03,8,1,3,1000
2025-08-11,03,9,5,1,1400
2025-08-11,03,10,1,2,700
2025-08-11,03,11,2,1,700
2025-08-11,03,12,3,1,800
2025-08-11,18,1,2,3,2000
2025-08-11,18,2,4,2,2200
2025-08-11,18,3,2,1,900
2025-08-11,18,4,2,1,600
2025-08-11,18,5,4,1,1000
2025-08-11,18,6,4,3,4000
2025-08-11,18,7,6,1,2600
2025-08-11,18,8,2,5,3700
2025-08-11,18,9,1,3,400
2025-08-11,18,10,2,1,900
2025-08-11,18,11,3,1,1300
2025-08-11,09,1,1,5,1200
2025-08-11,09,2,4,1,2300
2025-08-11,09,3,6,1,2400
2025-08-11,09,4,2,1,1100
2025-08-11,09,5,4,1,1400
2025-08-11,09,6,1,2,800
2025-08-11,09,7,1,4,1200
2025-08-11,09,8,2,4,2500
2025-08-11,09,9,1,5,1300
2025-08-11,09,10,2,1,1000
2025-08-11,09,11,6,5,12700
2025-08-11,09,12,1,2,600
2025-08-11,04,1,1,3,900
2025-08-11,04,2,1,2,400
2025-08-11,04,3,4,6,8000
2025-08-11,04,4,2,5,3100
2025-08-11,04,5,1,4,800
2025-08-11,04,6,2,5,2600
2025-08-11,04,7,1,4,900
2025-08-11,04,8,1,4,1200
2025-08-11,04,9,4,5,6700
2025-08-11,04,10,3,5,8200
2025-08-11,23,1,2,1,600
2025-08-11,23,2,3,4,2200
2025-08-11,23,3,3,2,4700
2025-08-11,23,4,2,3,3400
2025-08-11,23,5,3,1,1000
2025-08-11,23,6,1,4,800
2025-08-11,23,7,3,1,900
2025-08-11,23,8,1,5,1200
2025-08-11,23,9,1,3,500
2025-08-11,23,10,4,1,1300
2025-08-11,23,11,1,4,1400
2025-08-11,23,12,2,1,1600
2025-08-11,08,1,1,2,700
2025-08-11,08,2,1,5,1300
2025-08-11,08,3,1,2,500
2025-08-11,08,4,1,4,700
2025-08-11,08,5,1,5,1600
2025-08-11,08,6,3,1,900
2025-08-11,08,7,1,6,1900
2025-08-11,08,8,4,5,5600
2025-08-11,08,9,1,3,500
2025-08-11,08,10,5,2,3500
2025-08-11,08,11,1,2,1100
2025-08-11,08,12,4,1,1500
2025-08-11,21,1,2,1,800
2025-08-11,21,2,1,2,600
2025-08-11,21,3,1,2,600
2025-08-11,21,4,4,1,1600
2025-08-11,21,5,1,3,900
2025-08-11,21,6,1,4,1400
2025-08-11,21,7,1,2,500
2025-08-11,21,8,1,2,700
2025-08-11,21,9,5,1,1700
2025-08-11,21,10,1,3,900
2025-08-11,24,1,1,3,500
2025-08-11,24,2,3,1,1200
2025-08-11,24,3,1,4,1000
2025-08-11,24,4,1,2,500
2025-08-11,24,5,1,2,600
2025-08-11,24,6,1,6,1400
2025-08-11,24,7,1,6,2800
2025-08-11,24,8,5,1,2400
2025-08-11,24,9,1,2,900
2025-08-11,24,10,2,3,2200
2025-08-11,24,11,1,4,900
2025-08-11,24,12,1,4,1500
2025-08-11,22,1,6,1,2700
2025-08-11,22,2,1,4,800
2025-08-11,22,3,1,6,2000
2025-08-11,22,4,6,1,1600
2025-08-11,22,5,1,6,1400
2025-08-11,22,6,1,6,1400
2025-08-11,22,7,3,4,5100
2025-08-11,22,8,3,1,1100
2025-08-11,22,9,3,1,1100
2025-08-11,22,10,1,6,1300
2025-08-11,22,11,1,4,900
2025-08-11,22,12,1,2,600
2025-08-11,01,1,1,2,600
2025-08-11,01,2,1,5,600
2025-08-11,01,3,1,4,1100
2025-08-11,01,4,2,4,5400
2025-08-11,01,5,1,2,1000
2025-08-11,01,6,1,3,800
2025-08-11,01,7,1,4,800
2025-08-11,01,8,1,3,700
2025-08-11,01,9,1,4,900
2025-08-11,01,10,4,3,3500
2025-08-11,01,11,2,1,700
2025-08-11,01,12,1,3,1000
2025-08-11,16,1,1,4,1200
2025-08-11,16,2,2,3,2000
2025-08-11,16,3,3,1,900
2025-08-11,16,4,1,6,1700
2025-08-11,16,5,1,2,1400
2025-08-11,16,6,4,6,9500
2025-08-11,16,7,1,3,800
2025-08-11,16,8,3,1,1300
2025-08-11,16,9,6,1,2200
2025-08-11,16,10,4,1,1600
2025-08-12,18,1,1,2,600
2025-08-12,18,2,2,4,2300
2025-08-12,18,3,3,2,2500
2025-08-12,18,4,1,4,1000
2025-08-12,18,5,1,4,1500
2025-08-12,18,6,2,1,1100
2025-08-12,18,7,1,4,800
2025-08-12,18,8,1,3,900
2025-08-12,18,9,4,5,5900
2025-08-12,18,10,1,3,600
2025-08-12,18,11,1,6,1000
2025-08-12,18,12,1,2,600
2025-08-12,01,1,1,2,800
2025-08-12,01,2,1,3,700
2025-08-12,01,3,1,4,900
2025-08-12,01,4,1,6,3200
2025-08-12,01,5,1,2,800
2025-08-12,01,6,5,4,5300
2025-08-12,01,7,2,1,1100
2025-08-12,01,8,5,1,1700
2025-08-12,01,9,3,1,1100
2025-08-12,01,10,1,6,1600
2025-08-12,01,11,1,3,900
2025-08-12,01,12,1,2,800
2025-08-12,07,1,3,1,1000
2025-08-12,07,2,1,2,900
2025-08-12,07,3,1,6,800
2025-08-12,07,4,4,5,8300
2025-08-12,07,5,2,4,3400
2025-08-12,07,6,1,6,1300
2025-08-12,07,7,1,2,900
2025-08-12,07,8,1,5,1500
2025-08-12,07,9,1,5,1600
2025-08-12,07,10,3,1,1000
2025-08-12,21,1,3,6,6700
2025-08-12,21,2,1,3,600
2025-08-12,21,3,2,1,500
2025-08-12,21,4,1,4,900
2025-08-12,21,5,1,6,1100
2025-08-12,21,6,1,4,900
2025-08-12,21,7,3,4,6200
2025-08-12,21,8,1,2,600
2025-08-12,21,9,4,1,2200
2025-08-12,21,10,1,6,2500
2025-08-12,24,1,1,5,1000
2025-08-12,24,2,4,1,1700
2025-08-12,24,3,1,2,700
2025-08-12,24,4,1,6,1400
2025-08-12,24,5,1,3,500
2025-08-12,24,6,1,6,1200
2025-08-12,24,7,1,4,1100
2025-08-12,24,8,1,2,500
2025-08-12,24,9,1,2,500
2025-08-12,24,10,3,1,1000
2025-08-12,24,11,2,1,700
2025-08-12,24,12,1,4,1200
2025-08-12,19,1,1,3,400
2025-08-12,19,2,1,4,1200
2025-08-12,19,3,2,1,900
2025-08-12,19,4,1,3,600
2025-08-12,19,5,1,2,600
2025-08-12,19,6,6,2,5300
2025-08-12,19,7,2,6,4200
2025-08-12,19,8,3,6,9800
2025-08-12,19,9,3,1,900
2025-08-12,19,10,1,5,1400
2025-08-12,19,11,3,1,1500
2025-08-12,19,12,1,4,1200
2025-08-13,08,1,1,2,600
2025-08-13,08,2,1,3,900
2025-08-13,08,3,2,1,900
2025-08-13,08,4,1,4,1000
2025-08-13,08,5,4,1,1500
2025-08-13,08,6,1,4,700
2025-08-13,08,7,4,3,7900
2025-08-13,08,8,1,2,500
2025-08-13,08,9,4,1,1200
2025-08-13,08,10,6,3,8000
2025-08-13,08,11,4,2,3000
2025-08-13,13,1,1,4,1100
2025-08-13,13,2,1,2,600
2025-08-13,13,3,1,2,400
2025-08-13,13,4,1,3,800
2025-08-13,13,5,1,2,700
2025-08-13,13,6,1,4,700
2025-08-13,13,7,1,6,1400
2025-08-13,13,8,2,1,1200
2025-08-13,13,9,1,5,1300
2025-08-13,13,10,1,5,1500
2025-08-13,01,1,1,3,600
2025-08-13,01,2,1,3,600
2025-08-13,01,3,1,6,2600
2025-08-13,01,4,1,6,1500
2025-08-13,01,5,5,1,1800
2025-08-13,01,6,3,1,800
2025-08-13,01,7,1,5,900
2025-08-13,01,8,1,3,600
2025-08-13,01,9,1,3,600
2025-08-13,01,10,1,2,500
2025-08-13,01,11,1,6,2600
2025-08-13,01,12,3,4,3800
2025-08-13,23,1,2,1,800
2025-08-13,23,2,1,5,700
2025-08-13,23,3,4,1,1600
2025-08-13,23,4,1,2,700
2025-08-13,23,5,5,3,4100
2025-08-13,23,6,4,1,1200
2025-08-13,23,7,1,6,2300
2025-08-13,23,8,4,1,2000
2025-08-13,23,9,4,1,1500
2025-08-13,23,10,3,1,1200
2025-08-13,23,11,1,4,1400
2025-08-13,03,1,2,3,3100
2025-08-13,03,2,1,3,600
2025-08-13,03,3,3,5,2800
2025-08-13,03,4,1,4,1000
2025-08-13,03,5,3,2,1300
2025-08-13,03,6,3,4,5100
2025-08-13,03,7,1,5,600
2025-08-13,03,8,1,2,800
2025-08-13,03,9,3,1,1100
2025-08-13,03,10,1,2,600
2025-08-13,21,1,1,3,800
2025-08-13,21,2,6,1,4900
2025-08-13,21,3,1,4,900
2025-08-13,21,4,1,3,700
2025-08-13,21,5,1,6,2600
2025-08-13,21,6,5,3,5200
2025-08-13,21,7,4,1,1200
2025-08-13,21,8,1,3,800
2025-08-13,21,9,1,3,900
2025-08-13,21,10,1,2,700
2025-08-13,21,11,3,6,3300
2025-08-13,21,12,4,1,1900
2025-08-13,14,1,6,1,5000
2025-08-13,14,2,1,2,1000
2025-08-13,14,3,3,5,8100
2025-08-13,14,4,1,3,600
2025-08-13,14,5,3,1,1200
2025-08-13,14,6,1,6,1100
2025-08-13,14,7,5,1,2200
2025-08-13,14,8,1,5,1600
2025-08-13,14,9,1,4,1000
2025-08-13,14,10,2,1,900
2025-08-13,14,11,1,2,800
2025-08-13,14,12,1,3,1200
2025-08-13,05,1,2,1,600
2025-08-13,05,2,1,6,1500
2025-08-13,05,3,2,3,2100
2025-08-13,05,4,1,6,1600
2025-08-13,05,5,3,1,1400
2025-08-13,05,6,2,1,1100
2025-08-13,05,7,4,2,5100
2025-08-13,05,8,1,2,1000
2025-08-13,05,9,5,2,2600
2025-08-13,05,10,2,3,1500
2025-08-13,05,11,1,3,1100
2025-08-13,05,12,1,2,500
2025-08-13,12,1,1,3,600
2025-08-13,12,2,5,1,2100
2025-08-13,12,3,1,3,800
2025-08-13,12,4,1,3,1000
2025-08-13,12,5,1,2,900
2025-08-13,12,6,1,2,1300
2025-08-13,12,7,1,2,800
2025-08-13,12,8,3,2,4000
2025-08-13,12,9,3,1,1600
2025-08-13,12,10,1,3,1200
2025-08-13,09,1,1,6,1300
2025-08-13,09,2,2,1,700
2025-08-13,09,3,4,1,1900
2025-08-13,09,4,2,1,1300
2025-08-13,09,5,3,2,2800
2025-08-13,09,6,5,1,2900
2025-08-13,09,7,1,2,600
2025-08-13,09,8,1,2,600
2025-08-13,09,9,3,1,700
2025-08-13,09,10,1,5,1500
2025-08-13,09,11,1,2,600
2025-08-13,09,12,1,3,800
2025-08-14,16,1,5,1,2400
2025-08-14,16,2,4,1,1700
2025-08-14,16,3,2,5,3800
2025-08-14,16,4,1,5,1000
2025-08-14,16,5,3,2,2900
2025-08-14,16,6,1,2,700
2025-08-14,16,7,1,4,800
2025-08-14,16,8,1,2,700
2025-08-14,16,9,1,3,800
2025-08-14,16,10,1,3,1100
2025-08-14,16,11,1,4,900
2025-08-14,16,12,1,2,900
2025-08-14,04,1,4,1,1800
2025-08-14,04,2,2,5,3700
2025-08-14,04,3,1,2,500
2025-08-14,04,4,4,1,2300
2025-08-14,04,5,1,6,1300
2025-08-14,04,6,2,1,800
2025-08-14,04,7,1,2,600
2025-08-14,04,8,6,1,3100
2025-08-14,04,9,6,1,3100
2025-08-14,04,10,1,4,1100
2025-08-14,12,1,1,2,700
2025-08-14,12,2,3,2,2100
2025-08-14,12,3,1,6,1800
2025-08-14,12,4,1,2,500
2025-08-14,12,5,1,3,500
2025-08-14,12,6,5,2,4500
2025-08-14,12,7,2,1,1000
2025-08-14,12,8,6,2,9300
2025-08-14,12,9,4,1,1200
2025-08-14,12,10,1,2,500
2025-08-14,12,11,1,4,1200
2025-08-14,12,12,1,4,900
2025-08-14,17,1,4,1,2200
2025-08-14,17,2,1,2,600
2025-08-14,17,3,1,4,1100
2025-08-14,17,4,1,3,900
2025-08-14,17,5,3,2,3800
2025-08-14,17,6,1,4,1000
2025-08-14,17,7,2,1,800
2025-08-14,17,8,2,3,2200
2025-08-14,17,9,4,1,1700
2025-08-14,17,10,2,6,4800
2025-08-14,17,11,1,3,800
2025-08-14,03,1,5,4,8400
2025-08-14,03,2,5,1,2400
2025-08-14,03,3,1,4,900
2025-08-14,03,4,1,4,900
2025-08-14,03,5,4,1,1200
2025-08-14,03,6,2,1,600
2025-08-14,03,7,1,3,600
2025-08-14,03,8,3,1,900
2025-08-14,03,9,1,4,1600
2025-08-14,03,10,1,2,800
2025-08-14,09,1,4,1,1900
2025-08-14,09,2,1,4,1000
2025-08-14,09,3,2,1,1000
2025-08-14,09,4,2,1,1000
2025-08-14,09,5,1,6,1600
2025-08-14,09,6,5,3,6000
2025-08-14,09,7,3,1,800
2025-08-14,09,8,2,4,4300
2025-08-14,09,9,2,1,700
2025-08-14,09,10,6,4,5400
